دست,بازیکن,کارت‌های دست بازیکن,کارت‌های بازی‌شده,خال حکم,کارت بازی‌شده توسط بازیکن,برنده دست
9,2,,"6 خشت, شاه دل, 3 خشت, آس خشت, 2 گشنیز, 5 گشنیز, آس دل, 10 خشت, 8 گشنیز, 2 خشت, 7 پیک, 4 خشت, 9 خشت, 9 گشنیز, آس پیک, ملکه خشت, 9 پیک, سرباز گشنیز, 7 گشنیز, 5 دل, 7 دل, 2 دل, 10 دل, ملکه پیک, 4 پیک, شاه گشنیز, 6 گشنیز, سرباز پیک, 7 خشت, 5 پیک, 10 گشنیز, 6 پیک, 3 دل, 4 دل, 3 پیک, 8 دل, 4 گشنیز, شاه خشت, 5 خشت, ملکه گشنیز, 8 خشت, سرباز دل, شاه پیک, 9 دل, 10 پیک, 6 دل, 2 پیک, سرباز خشت, 3 گشنیز, ملکه دل, 8 پیک, آس گشنیز",خشت,3 پیک,2
9,3,,"6 خشت, شاه دل, 3 خشت, آس خشت, 2 گشنیز, 5 گشنیز, آس دل, 10 خشت, 8 گشنیز, 2 خشت, 7 پیک, 4 خشت, 9 خشت, 9 گشنیز, آس پیک, ملکه خشت, 9 پیک, سرباز گشنیز, 7 گشنیز, 5 دل, 7 دل, 2 دل, 10 دل, ملکه پیک, 4 پیک, شاه گشنیز, 6 گشنیز, سرباز پیک, 7 خشت, 5 پیک, 10 گشنیز, 6 پیک, 3 دل, 4 دل, 3 پیک, 8 دل, 4 گشنیز, شاه خشت, 5 خشت, ملکه گشنیز, 8 خشت, سرباز دل, شاه پیک, 9 دل, 10 پیک, 6 دل, 2 پیک, سرباز خشت, 3 گشنیز, ملکه دل, 8 پیک, آس گشنیز",خشت,8 دل,2
10,0,,"6 خشت, شاه دل, 3 خشت, آس خشت, 2 گشنیز, 5 گشنیز, آس دل, 10 خشت, 8 گشنیز, 2 خشت, 7 پیک, 4 خشت, 9 خشت, 9 گشنیز, آس پیک, ملکه خشت, 9 پیک, سرباز گشنیز, 7 گشنیز, 5 دل, 7 دل, 2 دل, 10 دل, ملکه پیک, 4 پیک, شاه گشنیز, 6 گشنیز, سرباز پیک, 7 خشت, 5 پیک, 10 گشنیز, 6 پیک, 3 دل, 4 دل, 3 پیک, 8 دل, 4 گشنیز, شاه خشت, 5 خشت, ملکه گشنیز, 8 خشت, سرباز دل, شاه پیک, 9 دل, 10 پیک, 6 دل, 2 پیک, سرباز خشت, 3 گشنیز, ملکه دل, 8 پیک, آس گشنیز",خشت,4 گشنیز,2
10,1,,"6 خشت, شاه دل, 3 خشت, آس خشت, 2 گشنیز, 5 گشنیز, آس دل, 10 خشت, 8 گشنیز, 2 خشت, 7 پیک, 4 خشت, 9 خشت, 9 گشنیز, آس پیک, ملکه خشت, 9 پیک, سرباز گشنیز, 7 گشنیز, 5 دل, 7 دل, 2 دل, 10 دل, ملکه پیک, 4 پیک, شاه گشنیز, 6 گشنیز, سرباز پیک, 7 خشت, 5 پیک, 10 گشنیز, 6 پیک, 3 دل, 4 دل, 3 پیک, 8 دل, 4 گشنیز, شاه خشت, 5 خشت, ملکه گشنیز, 8 خشت, سرباز دل, شاه پیک, 9 دل, 10 پیک, 6 دل, 2 پیک, سرباز خشت, 3 گشنیز, ملکه دل, 8 پیک, آس گشنیز",خشت,شاه خشت,2
10,2,,"6 خشت, شاه دل, 3 خشت, آس خشت, 2 گشنیز, 5 گشنیز, آس دل, 10 خشت, 8 گشنیز, 2 خشت, 7 پیک, 4 خشت, 9 خشت, 9 گشنیز, آس پیک, ملکه خشت, 9 پیک, سرباز گشنیز, 7 گشنیز, 5 دل, 7 دل, 2 دل, 10 دل, ملکه پیک, 4 پیک, شاه گشنیز, 6 گشنیز, سرباز پیک, 7 خشت, 5 پیک, 10 گشنیز, 6 پیک, 3 دل, 4 دل, 3 پیک, 8 دل, 4 گشنیز, شاه خشت, 5 خشت, ملکه گشنیز, 8 خشت, سرباز دل, شاه پیک, 9 دل, 10 پیک, 6 دل, 2 پیک, سرباز خشت, 3 گشنیز, ملکه دل, 8 پیک, آس گشنیز",خشت,5 خشت,2
10,3,,"6 خشت, شاه دل, 3 خشت, آس خشت, 2 گشنیز, 5 گشنیز, آس دل, 10 خشت, 8 گشنیز, 2 خشت, 7 پیک, 4 خشت, 9 خشت, 9 گشنیز, آس پیک, ملکه خشت, 9 پیک, سرباز گشنیز, 7 گشنیز, 5 دل, 7 دل, 2 دل, 10 دل, ملکه پیک, 4 پیک, شاه گشنیز, 6 گشنیز, سرباز پیک, 7 خشت, 5 پیک, 10 گشنیز, 6 پیک, 3 دل, 4 دل, 3 پیک, 8 دل, 4 گشنیز, شاه خشت, 5 خشت, ملکه گشنیز, 8 خشت, سرباز دل, شاه پیک, 9 دل, 10 پیک, 6 دل, 2 پیک, سرباز خشت, 3 گشنیز, ملکه دل, 8 پیک, آس گشنیز",خشت,ملکه گشنیز,2
11,0,,"6 خشت, شاه دل, 3 خشت, آس خشت, 2 گشنیز, 5 گشنیز, آس دل, 10 خشت, 8 گشنیز, 2 خشت, 7 پیک, 4 خشت, 9 خشت, 9 گشنیز, آس پیک, ملکه خشت, 9 پیک, سرباز گشنیز, 7 گشنیز, 5 دل, 7 دل, 2 دل, 10 دل, ملکه پیک, 4 پیک, شاه گشنیز, 6 گشنیز, سرباز پیک, 7 خشت, 5 پیک, 10 گشنیز, 6 پیک, 3 دل, 4 دل, 3 پیک, 8 دل, 4 گشنیز, شاه خشت, 5 خشت, ملکه گشنیز, 8 خشت, سرباز دل, شاه پیک, 9 دل, 10 پیک, 6 دل, 2 پیک, سرباز خشت, 3 گشنیز, ملکه دل, 8 پیک, آس گشنیز",خشت,8 خشت,2
11,1,,"6 خشت, شاه دل, 3 خشت, آس خشت, 2 گشنیز, 5 گشنیز, آس دل, 10 خشت, 8 گشنیز, 2 خشت, 7 پیک, 4 خشت, 9 خشت, 9 گشنیز, آس پیک, ملکه خشت, 9 پیک, سرباز گشنیز, 7 گشنیز, 5 دل, 7 دل, 2 دل, 10 دل, ملکه پیک, 4 پیک, شاه گشنیز, 6 گشنیز, سرباز پیک, 7 خشت, 5 پیک, 10 گشنیز, 6 پیک, 3 دل, 4 دل, 3 پیک, 8 دل, 4 گشنیز, شاه خشت, 5 خشت, ملکه گشنیز, 8 خشت, سرباز دل, شاه پیک, 9 دل, 10 پیک, 6 دل, 2 پیک, سرباز خشت, 3 گشنیز, ملکه دل, 8 پیک, آس گشنیز",خشت,سرباز دل,2
11,2,,"6 خشت, شاه دل, 3 خشت, آس خشت, 2 گشنیز, 5 گشنیز, آس دل, 10 خشت, 8 گشنیز, 2 خشت, 7 پیک, 4 خشت, 9 خشت, 9 گشنیز, آس پیک, ملکه خشت, 9 پیک, سرباز گشنیز, 7 گشنیز, 5 دل, 7 دل, 2 دل, 10 دل, ملکه پیک, 4 پیک, شاه گشنیز, 6 گشنیز, سرباز پیک, 7 خشت, 5 پیک, 10 گشنیز, 6 پیک, 3 دل, 4 دل, 3 پیک, 8 دل, 4 گشنیز, شاه خشت, 5 خشت, ملکه گشنیز, 8 خشت, سرباز دل, شاه پیک, 9 دل, 10 پیک, 6 دل, 2 پیک, سرباز خشت, 3 گشنیز, ملکه دل, 8 پیک, آس گشنیز",خشت,شاه پیک,2
11,3,,"6 خشت, شاه دل, 3 خشت, آس خشت, 2 گشنیز, 5 گشنیز, آس دل, 10 خشت, 8 گشنیز, 2 خشت, 7 پیک, 4 خشت, 9 خشت, 9 گشنیز, آس پیک, ملکه خشت, 9 پیک, سرباز گشنیز, 7 گشنیز, 5 دل, 7 دل, 2 دل, 10 دل, ملکه پیک, 4 پیک, شاه گشنیز, 6 گشنیز, سرباز پیک, 7 خشت, 5 پیک, 10 گشنیز, 6 پیک, 3 دل, 4 دل, 3 پیک, 8 دل, 4 گشنیز, شاه خشت, 5 خشت, ملکه گشنیز, 8 خشت, سرباز دل, شاه پیک, 9 دل, 10 پیک, 6 دل, 2 پیک, سرباز خشت, 3 گشنیز, ملکه دل, 8 پیک, آس گشنیز",خشت,9 دل,2
12,0,,"6 خشت, شاه دل, 3 خشت, آس خشت, 2 گشنیز, 5 گشنیز, آس دل, 10 خشت, 8 گشنیز, 2 خشت, 7 پیک, 4 خشت, 9 خشت, 9 گشنیز, آس پیک, ملکه خشت, 9 پیک, سرباز گشنیز, 7 گشنیز, 5 دل, 7 دل, 2 دل, 10 دل, ملکه پیک, 4 پیک, شاه گشنیز, 6 گشنیز, سرباز پیک, 7 خشت, 5 پیک, 10 گشنیز, 6 پیک, 3 دل, 4 دل, 3 پیک, 8 دل, 4 گشنیز, شاه خشت, 5 خشت, ملکه گشنیز, 8 خشت, سرباز دل, شاه پیک, 9 دل, 10 پیک, 6 دل, 2 پیک, سرباز خشت, 3 گشنیز, ملکه دل, 8 پیک, آس گشنیز",خشت,10 پیک,2
12,1,,"6 خشت, شاه دل, 3 خشت, آس خشت, 2 گشنیز, 5 گشنیز, آس دل, 10 خشت, 8 گشنیز, 2 خشت, 7 پیک, 4 خشت, 9 خشت, 9 گشنیز, آس پیک, ملکه خشت, 9 پیک, سرباز گشنیز, 7 گشنیز, 5 دل, 7 دل, 2 دل, 10 دل, ملکه پیک, 4 پیک, شاه گشنیز, 6 گشنیز, سرباز پیک, 7 خشت, 5 پیک, 10 گشنیز, 6 پیک, 3 دل, 4 دل, 3 پیک, 8 دل, 4 گشنیز, شاه خشت, 5 خشت, ملکه گشنیز, 8 خشت, سرباز دل, شاه پیک, 9 دل, 10 پیک, 6 دل, 2 پیک, سرباز خشت, 3 گشنیز, ملکه دل, 8 پیک, آس گشنیز",خشت,6 دل,2
12,2,,"6 خشت, شاه دل, 3 خشت, آس خشت, 2 گشنیز, 5 گشنیز, آس دل, 10 خشت, 8 گشنیز, 2 خشت, 7 پیک, 4 خشت, 9 خشت, 9 گشنیز, آس پیک, ملکه خشت, 9 پیک, سرباز گشنیز, 7 گشنیز, 5 دل, 7 دل, 2 دل, 10 دل, ملکه پیک, 4 پیک, شاه گشنیز, 6 گشنیز, سرباز پیک, 7 خشت, 5 پیک, 10 گشنیز, 6 پیک, 3 دل, 4 دل, 3 پیک, 8 دل, 4 گشنیز, شاه خشت, 5 خشت, ملکه گشنیز, 8 خشت, سرباز دل, شاه پیک, 9 دل, 10 پیک, 6 دل, 2 پیک, سرباز خشت, 3 گشنیز, ملکه دل, 8 پیک, آس گشنیز",خشت,2 پیک,2
12,3,,"6 خشت, شاه دل, 3 خشت, آس خشت, 2 گشنیز, 5 گشنیز, آس دل, 10 خشت, 8 گشنیز, 2 خشت, 7 پیک, 4 خشت, 9 خشت, 9 گشنیز, آس پیک, ملکه خشت, 9 پیک, سرباز گشنیز, 7 گشنیز, 5 دل, 7 دل, 2 دل, 10 دل, ملکه پیک, 4 پیک, شاه گشنیز, 6 گشنیز, سرباز پیک, 7 خشت, 5 پیک, 10 گشنیز, 6 پیک, 3 دل, 4 دل, 3 پیک, 8 دل, 4 گشنیز, شاه خشت, 5 خشت, ملکه گشنیز, 8 خشت, سرباز دل, شاه پیک, 9 دل, 10 پیک, 6 دل, 2 پیک, سرباز خشت, 3 گشنیز, ملکه دل, 8 پیک, آس گشنیز",خشت,سرباز خشت,2
13,0,,"6 خشت, شاه دل, 3 خشت, آس خشت, 2 گشنیز, 5 گشنیز, آس دل, 10 خشت, 8 گشنیز, 2 خشت, 7 پیک, 4 خشت, 9 خشت, 9 گشنیز, آس پیک, ملکه خشت, 9 پیک, سرباز گشنیز, 7 گشنیز, 5 دل, 7 دل, 2 دل, 10 دل, ملکه پیک, 4 پیک, شاه گشنیز, 6 گشنیز, سرباز پیک, 7 خشت, 5 پیک, 10 گشنیز, 6 پیک, 3 دل, 4 دل, 3 پیک, 8 دل, 4 گشنیز, شاه خشت, 5 خشت, ملکه گشنیز, 8 خشت, سرباز دل, شاه پیک, 9 دل, 10 پیک, 6 دل, 2 پیک, سرباز خشت, 3 گشنیز, ملکه دل, 8 پیک, آس گشنیز",خشت,3 گشنیز,0
13,1,,"6 خشت, شاه دل, 3 خشت, آس خشت, 2 گشنیز, 5 گشنیز, آس دل, 10 خشت, 8 گشنیز, 2 خشت, 7 پیک, 4 خشت, 9 خشت, 9 گشنیز, آس پیک, ملکه خشت, 9 پیک, سرباز گشنیز, 7 گشنیز, 5 دل, 7 دل, 2 دل, 10 دل, ملکه پیک, 4 پیک, شاه گشنیز, 6 گشنیز, سرباز پیک, 7 خشت, 5 پیک, 10 گشنیز, 6 پیک, 3 دل, 4 دل, 3 پیک, 8 دل, 4 گشنیز, شاه خشت, 5 خشت, ملکه گشنیز, 8 خشت, سرباز دل, شاه پیک, 9 دل, 10 پیک, 6 دل, 2 پیک, سرباز خشت, 3 گشنیز, ملکه دل, 8 پیک, آس گشنیز",خشت,ملکه دل,0
13,2,,"6 خشت, شاه دل, 3 خشت, آس خشت, 2 گشنیز, 5 گشنیز, آس دل, 10 خشت, 8 گشنیز, 2 خشت, 7 پیک, 4 خشت, 9 خشت, 9 گشنیز, آس پیک, ملکه خشت, 9 پیک, سرباز گشنیز, 7 گشنیز, 5 دل, 7 دل, 2 دل, 10 دل, ملکه پیک, 4 پیک, شاه گشنیز, 6 گشنیز, سرباز پیک, 7 خشت, 5 پیک, 10 گشنیز, 6 پیک, 3 دل, 4 دل, 3 پیک, 8 دل, 4 گشنیز, شاه خشت, 5 خشت, ملکه گشنیز, 8 خشت, سرباز دل, شاه پیک, 9 دل, 10 پیک, 6 دل, 2 پیک, سرباز خشت, 3 گشنیز, ملکه دل, 8 پیک, آس گشنیز",خشت,8 پیک,0
13,3,,"6 خشت, شاه دل, 3 خشت, آس خشت, 2 گشنیز, 5 گشنیز, آس دل, 10 خشت, 8 گشنیز, 2 خشت, 7 پیک, 4 خشت, 9 خشت, 9 گشنیز, آس پیک, ملکه خشت, 9 پیک, سرباز گشنیز, 7 گشنیز, 5 دل, 7 دل, 2 دل, 10 دل, ملکه پیک, 4 پیک, شاه گشنیز, 6 گشنیز, سرباز پیک, 7 خشت, 5 پیک, 10 گشنیز, 6 پیک, 3 دل, 4 دل, 3 پیک, 8 دل, 4 گشنیز, شاه خشت, 5 خشت, ملکه گشنیز, 8 خشت, سرباز دل, شاه پیک, 9 دل, 10 پیک, 6 دل, 2 پیک, سرباز خشت, 3 گشنیز, ملکه دل, 8 پیک, آس گشنیز",خشت,آس گشنیز,0
1,0,,"آس گشنیز, 4 گشنیز, 10 گشنیز, ملکه خشت, سرباز گشنیز, 3 دل, 8 گشنیز, 3 گشنیز, 5 پیک, ملکه پیک, 9 پیک, آس پیک, 10 خشت, شاه گشنیز, 7 پیک, شاه خشت, 7 خشت, 9 دل, 4 دل, 7 گشنیز, 8 پیک, آس دل, 5 گشنیز, سرباز خشت, 2 گشنیز, 10 پیک, 4 خشت, شاه پیک, 7 دل, ملکه گشنیز, 6 خشت, ملکه دل, 2 پیک, 8 دل, 10 دل, 5 دل, 9 خشت, 2 خشت, 3 خشت, 9 گشنیز, آس خشت, 6 پیک, سرباز پیک, 8 خشت, 6 دل, شاه دل, 3 پیک, 6 گشنیز, 5 خشت, 4 پیک, سرباز دل, 2 دل",دل,آس گشنیز,0
1,1,,"آس گشنیز, 4 گشنیز, 10 گشنیز, ملکه خشت, سرباز گشنیز, 3 دل, 8 گشنیز, 3 گشنیز, 5 پیک, ملکه پیک, 9 پیک, آس پیک, 10 خشت, شاه گشنیز, 7 پیک, شاه خشت, 7 خشت, 9 دل, 4 دل, 7 گشنیز, 8 پیک, آس دل, 5 گشنیز, سرباز خشت, 2 گشنیز, 10 پیک, 4 خشت, شاه پیک, 7 دل, ملکه گشنیز, 6 خشت, ملکه دل, 2 پیک, 8 دل, 10 دل, 5 دل, 9 خشت, 2 خشت, 3 خشت, 9 گشنیز, آس خشت, 6 پیک, سرباز پیک, 8 خشت, 6 دل, شاه دل, 3 پیک, 6 گشنیز, 5 خشت, 4 پیک, سرباز دل, 2 دل",دل,4 گشنیز,0
1,2,,"آس گشنیز, 4 گشنیز, 10 گشنیز, ملکه خشت, سرباز گشنیز, 3 دل, 8 گشنیز, 3 گشنیز, 5 پیک, ملکه پیک, 9 پیک, آس پیک, 10 خشت, شاه گشنیز, 7 پیک, شاه خشت, 7 خشت, 9 دل, 4 دل, 7 گشنیز, 8 پیک, آس دل, 5 گشنیز, سرباز خشت, 2 گشنیز, 10 پیک, 4 خشت, شاه پیک, 7 دل, ملکه گشنیز, 6 خشت, ملکه دل, 2 پیک, 8 دل, 10 دل, 5 دل, 9 خشت, 2 خشت, 3 خشت, 9 گشنیز, آس خشت, 6 پیک, سرباز پیک, 8 خشت, 6 دل, شاه دل, 3 پیک, 6 گشنیز, 5 خشت, 4 پیک, سرباز دل, 2 دل",دل,10 گشنیز,0
1,3,,"آس گشنیز, 4 گشنیز, 10 گشنیز, ملکه خشت, سرباز گشنیز, 3 دل, 8 گشنیز, 3 گشنیز, 5 پیک, ملکه پیک, 9 پیک, آس پیک, 10 خشت, شاه گشنیز, 7 پیک, شاه خشت, 7 خشت, 9 دل, 4 دل, 7 گشنیز, 8 پیک, آس دل, 5 گشنیز, سرباز خشت, 2 گشنیز, 10 پیک, 4 خشت, شاه پیک, 7 دل, ملکه گشنیز, 6 خشت, ملکه دل, 2 پیک, 8 دل, 10 دل, 5 دل, 9 خشت, 2 خشت, 3 خشت, 9 گشنیز, آس خشت, 6 پیک, سرباز پیک, 8 خشت, 6 دل, شاه دل, 3 پیک, 6 گشنیز, 5 خشت, 4 پیک, سرباز دل, 2 دل",دل,ملکه خشت,0
2,0,,"آس گشنیز, 4 گشنیز, 10 گشنیز, ملکه خشت, سرباز گشنیز, 3 دل, 8 گشنیز, 3 گشنیز, 5 پیک, ملکه پیک, 9 پیک, آس پیک, 10 خشت, شاه گشنیز, 7 پیک, شاه خشت, 7 خشت, 9 دل, 4 دل, 7 گشنیز, 8 پیک, آس دل, 5 گشنیز, سرباز خشت, 2 گشنیز, 10 پیک, 4 خشت, شاه پیک, 7 دل, ملکه گشنیز, 6 خشت, ملکه دل, 2 پیک, 8 دل, 10 دل, 5 دل, 9 خشت, 2 خشت, 3 خشت, 9 گشنیز, آس خشت, 6 پیک, سرباز پیک, 8 خشت, 6 دل, شاه دل, 3 پیک, 6 گشنیز, 5 خشت, 4 پیک, سرباز دل, 2 دل",دل,سرباز گشنیز,1
2,1,,"آس گشنیز, 4 گشنیز, 10 گشنیز, ملکه خشت, سرباز گشنیز, 3 دل, 8 گشنیز, 3 گشنیز, 5 پیک, ملکه پیک, 9 پیک, آس پیک, 10 خشت, شاه گشنیز, 7 پیک, شاه خشت, 7 خشت, 9 دل, 4 دل, 7 گشنیز, 8 پیک, آس دل, 5 گشنیز, سرباز خشت, 2 گشنیز, 10 پیک, 4 خشت, شاه پیک, 7 دل, ملکه گشنیز, 6 خشت, ملکه دل, 2 پیک, 8 دل, 10 دل, 5 دل, 9 خشت, 2 خشت, 3 خشت, 9 گشنیز, آس خشت, 6 پیک, سرباز پیک, 8 خشت, 6 دل, شاه دل, 3 پیک, 6 گشنیز, 5 خشت, 4 پیک, سرباز دل, 2 دل",دل,3 دل,1
2,2,,"آس گشنیز, 4 گشنیز, 10 گشنیز, ملکه خشت, سرباز گشنیز, 3 دل, 8 گشنیز, 3 گشنیز, 5 پیک, ملکه پیک, 9 پیک, آس پیک, 10 خشت, شاه گشنیز, 7 پیک, شاه خشت, 7 خشت, 9 دل, 4 دل, 7 گشنیز, 8 پیک, آس دل, 5 گشنیز, سرباز خشت, 2 گشنیز, 10 پیک, 4 خشت, شاه پیک, 7 دل, ملکه گشنیز, 6 خشت, ملکه دل, 2 پیک, 8 دل, 10 دل, 5 دل, 9 خشت, 2 خشت, 3 خشت, 9 گشنیز, آس خشت, 6 پیک, سرباز پیک, 8 خشت, 6 دل, شاه دل, 3 پیک, 6 گشنیز, 5 خشت, 4 پیک, سرباز دل, 2 دل",دل,8 گشنیز,1
2,3,,"آس گشنیز, 4 گشنیز, 10 گشنیز, ملکه خشت, سرباز گشنیز, 3 دل, 8 گشنیز, 3 گشنیز, 5 پیک, ملکه پیک, 9 پیک, آس پیک, 10 خشت, شاه گشنیز, 7 پیک, شاه خشت, 7 خشت, 9 دل, 4 دل, 7 گشنیز, 8 پیک, آس دل, 5 گشنیز, سرباز خشت, 2 گشنیز, 10 پیک, 4 خشت, شاه پیک, 7 دل, ملکه گشنیز, 6 خشت, ملکه دل, 2 پیک, 8 دل, 10 دل, 5 دل, 9 خشت, 2 خشت, 3 خشت, 9 گشنیز, آس خشت, 6 پیک, سرباز پیک, 8 خشت, 6 دل, شاه دل, 3 پیک, 6 گشنیز, 5 خشت, 4 پیک, سرباز دل, 2 دل",دل,3 گشنیز,1
3,0,,"آس گشنیز, 4 گشنیز, 10 گشنیز, ملکه خشت, سرباز گشنیز, 3 دل, 8 گشنیز, 3 گشنیز, 5 پیک, ملکه پیک, 9 پیک, آس پیک, 10 خشت, شاه گشنیز, 7 پیک, شاه خشت, 7 خشت, 9 دل, 4 دل, 7 گشنیز, 8 پیک, آس دل, 5 گشنیز, سرباز خشت, 2 گشنیز, 10 پیک, 4 خشت, شاه پیک, 7 دل, ملکه گشنیز, 6 خشت, ملکه دل, 2 پیک, 8 دل, 10 دل, 5 دل, 9 خشت, 2 خشت, 3 خشت, 9 گشنیز, آس خشت, 6 پیک, سرباز پیک, 8 خشت, 6 دل, شاه دل, 3 پیک, 6 گشنیز, 5 خشت, 4 پیک, سرباز دل, 2 دل",دل,5 پیک,0
3,1,,"آس گشنیز, 4 گشنیز, 10 گشنیز, ملکه خشت, سرباز گشنیز, 3 دل, 8 گشنیز, 3 گشنیز, 5 پیک, ملکه پیک, 9 پیک, آس پیک, 10 خشت, شاه گشنیز, 7 پیک, شاه خشت, 7 خشت, 9 دل, 4 دل, 7 گشنیز, 8 پیک, آس دل, 5 گشنیز, سرباز خشت, 2 گشنیز, 10 پیک, 4 خشت, شاه پیک, 7 دل, ملکه گشنیز, 6 خشت, ملکه دل, 2 پیک, 8 دل, 10 دل, 5 دل, 9 خشت, 2 خشت, 3 خشت, 9 گشنیز, آس خشت, 6 پیک, سرباز پیک, 8 خشت, 6 دل, شاه دل, 3 پیک, 6 گشنیز, 5 خشت, 4 پیک, سرباز دل, 2 دل",دل,ملکه پیک,0
3,2,,"آس گشنیز, 4 گشنیز, 10 گشنیز, ملکه خشت, سرباز گشنیز, 3 دل, 8 گشنیز, 3 گشنیز, 5 پیک, ملکه پیک, 9 پیک, آس پیک, 10 خشت, شاه گشنیز, 7 پیک, شاه خشت, 7 خشت, 9 دل, 4 دل, 7 گشنیز, 8 پیک, آس دل, 5 گشنیز, سرباز خشت, 2 گشنیز, 10 پیک, 4 خشت, شاه پیک, 7 دل, ملکه گشنیز, 6 خشت, ملکه دل, 2 پیک, 8 دل, 10 دل, 5 دل, 9 خشت, 2 خشت, 3 خشت, 9 گشنیز, آس خشت, 6 پیک, سرباز پیک, 8 خشت, 6 دل, شاه دل, 3 پیک, 6 گشنیز, 5 خشت, 4 پیک, سرباز دل, 2 دل",دل,9 پیک,0
3,3,,"آس گشنیز, 4 گشنیز, 10 گشنیز, ملکه خشت, سرباز گشنیز, 3 دل, 8 گشنیز, 3 گشنیز, 5 پیک, ملکه پیک, 9 پیک, آس پیک, 10 خشت, شاه گشنیز, 7 پیک, شاه خشت, 7 خشت, 9 دل, 4 دل, 7 گشنیز, 8 پیک, آس دل, 5 گشنیز, سرباز خشت, 2 گشنیز, 10 پیک, 4 خشت, شاه پیک, 7 دل, ملکه گشنیز, 6 خشت, ملکه دل, 2 پیک, 8 دل, 10 دل, 5 دل, 9 خشت, 2 خشت, 3 خشت, 9 گشنیز, آس خشت, 6 پیک, سرباز پیک, 8 خشت, 6 دل, شاه دل, 3 پیک, 6 گشنیز, 5 خشت, 4 پیک, سرباز دل, 2 دل",دل,آس پیک,0
4,0,,"آس گشنیز, 4 گشنیز, 10 گشنیز, ملکه خشت, سرباز گشنیز, 3 دل, 8 گشنیز, 3 گشنیز, 5 پیک, ملکه پیک, 9 پیک, آس پیک, 10 خشت, شاه گشنیز, 7 پیک, شاه خشت, 7 خشت, 9 دل, 4 دل, 7 گشنیز, 8 پیک, آس دل, 5 گشنیز, سرباز خشت, 2 گشنیز, 10 پیک, 4 خشت, شاه پیک, 7 دل, ملکه گشنیز, 6 خشت, ملکه دل, 2 پیک, 8 دل, 10 دل, 5 دل, 9 خشت, 2 خشت, 3 خشت, 9 گشنیز, آس خشت, 6 پیک, سرباز پیک, 8 خشت, 6 دل, شاه دل, 3 پیک, 6 گشنیز, 5 خشت, 4 پیک, سرباز دل, 2 دل",دل,10 خشت,2
4,1,,"آس گشنیز, 4 گشنیز, 10 گشنیز, ملکه خشت, سرباز گشنیز, 3 دل, 8 گشنیز, 3 گشنیز, 5 پیک, ملکه پیک, 9 پیک, آس پیک, 10 خشت, شاه گشنیز, 7 پیک, شاه خشت, 7 خشت, 9 دل, 4 دل, 7 گشنیز, 8 پیک, آس دل, 5 گشنیز, سرباز خشت, 2 گشنیز, 10 پیک, 4 خشت, شاه پیک, 7 دل, ملکه گشنیز, 6 خشت, ملکه دل, 2 پیک, 8 دل, 10 دل, 5 دل, 9 خشت, 2 خشت, 3 خشت, 9 گشنیز, آس خشت, 6 پیک, سرباز پیک, 8 خشت, 6 دل, شاه دل, 3 پیک, 6 گشنیز, 5 خشت, 4 پیک, سرباز دل, 2 دل",دل,شاه گشنیز,2
4,2,,"آس گشنیز, 4 گشنیز, 10 گشنیز, ملکه خشت, سرباز گشنیز, 3 دل, 8 گشنیز, 3 گشنیز, 5 پیک, ملکه پیک, 9 پیک, آس پیک, 10 خشت, شاه گشنیز, 7 پیک, شاه خشت, 7 خشت, 9 دل, 4 دل, 7 گشنیز, 8 پیک, آس دل, 5 گشنیز, سرباز خشت, 2 گشنیز, 10 پیک, 4 خشت, شاه پیک, 7 دل, ملکه گشنیز, 6 خشت, ملکه دل, 2 پیک, 8 دل, 10 دل, 5 دل, 9 خشت, 2 خشت, 3 خشت, 9 گشنیز, آس خشت, 6 پیک, سرباز پیک, 8 خشت, 6 دل, شاه دل, 3 پیک, 6 گشنیز, 5 خشت, 4 پیک, سرباز دل, 2 دل",دل,7 پیک,2
